term_str,n,p,i,n_chars,max_pos
stability,18,0.00023478158790613953,12.056393106016492,9,NN
rollers,18,0.00023478158790613953,12.056393106016492,7,NNS
trace,18,0.00023478158790613953,12.056393106016492,5,NNP
close,18,0.00023478158790613953,12.056393106016492,5,NNP
practices,18,0.00023478158790613953,12.056393106016492,9,NNS
attention,18,0.00023478158790613953,12.056393106016492,9,NN
moulds,18,0.00023478158790613953,12.056393106016492,6,NNS
whitefox,18,0.00023478158790613953,12.056393106016492,8,NNP
drawings,18,0.00023478158790613953,12.056393106016492,8,NNS
run,18,0.00023478158790613953,12.056393106016492,3,NN
elements,18,0.00023478158790613953,12.056393106016492,8,NNS
expansion,18,0.00023478158790613953,12.056393106016492,9,NN
f,18,0.00023478158790613953,12.056393106016492,1,NNP
force,18,0.00023478158790613953,12.056393106016492,5,NN
specialists,18,0.00023478158790613953,12.056393106016492,11,NNS
american,18,0.00023478158790613953,12.056393106016492,8,NNP
plastique,18,0.00023478158790613953,12.056393106016492,9,NN
aid,18,0.00023478158790613953,12.056393106016492,3,NN
lb,18,0.00023478158790613953,12.056393106016492,2,NN
soft,18,0.00023478158790613953,12.056393106016492,4,NNP
forefront,18,0.00023478158790613953,12.056393106016492,9,NN
excellence,18,0.00023478158790613953,12.056393106016492,10,NN
triax,18,0.00023478158790613953,12.056393106016492,5,NNP
tel,18,0.00023478158790613953,12.056393106016492,3,NNP
print,18,0.00023478158790613953,12.056393106016492,5,NN
magnetic,18,0.00023478158790613953,12.056393106016492,8,NNP
paul,18,0.00023478158790613953,12.056393106016492,4,NNP
drilling,18,0.00023478158790613953,12.056393106016492,8,NN
texas,17,0.00022173816635579846,12.138855266208465,5,NNP
google,17,0.00022173816635579846,12.138855266208465,6,NNP
edm,17,0.00022173816635579846,12.138855266208465,3,NNP
mfg,17,0.00022173816635579846,12.138855266208465,3,NNP
chris,17,0.00022173816635579846,12.138855266208465,5,NNP
employer,17,0.00022173816635579846,12.138855266208465,8,NN
examples,17,0.00022173816635579846,12.138855266208465,8,NNS
fit,17,0.00022173816635579846,12.138855266208465,3,NNP
cases,17,0.00022173816635579846,12.138855266208465,5,NNS
waste,17,0.00022173816635579846,12.138855266208465,5,NN
accounting,17,0.00022173816635579846,12.138855266208465,10,NN
innovations,17,0.00022173816635579846,12.138855266208465,11,NNP
connect,17,0.00022173816635579846,12.138855266208465,7,NNP
pin,17,0.00022173816635579846,12.138855266208465,3,NN
consistency,17,0.00022173816635579846,12.138855266208465,11,NN
agents,17,0.00022173816635579846,12.138855266208465,6,NNS
equivalent,17,0.00022173816635579846,12.138855266208465,10,NNP
square,17,0.00022173816635579846,12.138855266208465,6,NNP
dowload,17,0.00022173816635579846,12.138855266208465,7,NNP
is,17,0.00022173816635579846,12.138855266208465,2,NNP
parties,17,0.00022173816635579846,12.138855266208465,7,NNS
suggestions,17,0.00022173816635579846,12.138855266208465,11,NNS
array,17,0.00022173816635579846,12.138855266208465,5,NN
colors,17,0.00022173816635579846,12.138855266208465,6,NNS
structures,17,0.00022173816635579846,12.138855266208465,10,NNS
great,17,0.00022173816635579846,12.138855266208465,5,NNP
suspension,17,0.00022173816635579846,12.138855266208465,10,NNP
low,17,0.00022173816635579846,12.138855266208465,3,NNP
plates,17,0.00022173816635579846,12.138855266208465,6,NNS
forest,17,0.00022173816635579846,12.138855266208465,6,NNP
function,17,0.00022173816635579846,12.138855266208465,8,NN
presses,17,0.00022173816635579846,12.138855266208465,7,NNS
expert,17,0.00022173816635579846,12.138855266208465,6,NN
src,17,0.00022173816635579846,12.138855266208465,3,NNP
brewster,17,0.00022173816635579846,12.138855266208465,8,NNP
factory,17,0.00022173816635579846,12.138855266208465,7,NN
inches,17,0.00022173816635579846,12.138855266208465,6,NNS
scientific,17,0.00022173816635579846,12.138855266208465,10,NNP
ring,17,0.00022173816635579846,12.138855266208465,4,NNP
fasteners,17,0.00022173816635579846,12.138855266208465,9,NNS
dans,17,0.00022173816635579846,12.138855266208465,4,NNS
melting,17,0.00022173816635579846,12.138855266208465,7,NNP
planning,17,0.00022173816635579846,12.138855266208465,8,NN
demands,17,0.00022173816635579846,12.138855266208465,7,NNS
pair,17,0.00022173816635579846,12.138855266208465,4,NNP
roadmeadville,17,0.00022173816635579846,12.138855266208465,13,NNP
par,17,0.00022173816635579846,12.138855266208465,3,NN
foundation,17,0.00022173816635579846,12.138855266208465,10,NN
pace,17,0.00022173816635579846,12.138855266208465,4,NNP
roller,17,0.00022173816635579846,12.138855266208465,6,NN
recognition,17,0.00022173816635579846,12.138855266208465,11,NN
valve,17,0.00022173816635579846,12.138855266208465,5,NNP
test,17,0.00022173816635579846,12.138855266208465,4,NN
cmm,17,0.00022173816635579846,12.138855266208465,3,NNP
food,16,0.00020869474480545737,12.226318107458804,4,NN
hayes,16,0.00020869474480545737,12.226318107458804,5,NNP
silicon,16,0.00020869474480545737,12.226318107458804,7,NNP
offer,16,0.00020869474480545737,12.226318107458804,5,NN
thickness,16,0.00020869474480545737,12.226318107458804,9,NN
set,16,0.00020869474480545737,12.226318107458804,3,NNP
leaders,16,0.00020869474480545737,12.226318107458804,7,NNS
businesses,16,0.00020869474480545737,12.226318107458804,10,NNS
online,16,0.00020869474480545737,12.226318107458804,6,NN
tanks,16,0.00020869474480545737,12.226318107458804,5,NNS
heights,16,0.00020869474480545737,12.226318107458804,7,NNP
recent,16,0.00020869474480545737,12.226318107458804,6,NNP
detection,16,0.00020869474480545737,12.226318107458804,9,NN
month,16,0.00020869474480545737,12.226318107458804,5,NN
person,16,0.00020869474480545737,12.226318107458804,6,NN
agreement,16,0.00020869474480545737,12.226318107458804,9,NN
advertising,16,0.00020869474480545737,12.226318107458804,11,NN
mm,16,0.00020869474480545737,12.226318107458804,2,NN
nadcap,16,0.00020869474480545737,12.226318107458804,6,NNP
lost,16,0.00020869474480545737,12.226318107458804,4,NNP
michigan,16,0.00020869474480545737,12.226318107458804,8,NNP
smart,16,0.00020869474480545737,12.226318107458804,5,NNP
color,16,0.00020869474480545737,12.226318107458804,5,NN
architectural,16,0.00020869474480545737,12.226318107458804,13,NNP
milan,16,0.00020869474480545737,12.226318107458804,5,NNP
benefit,16,0.00020869474480545737,12.226318107458804,7,NN
sj,16,0.00020869474480545737,12.226318107458804,2,NNP
technicians,16,0.00020869474480545737,12.226318107458804,11,NNS
quotations,16,0.00020869474480545737,12.226318107458804,10,NNS
transportation,16,0.00020869474480545737,12.226318107458804,14,NN
via,16,0.00020869474480545737,12.226318107458804,3,NNP
complex,16,0.00020869474480545737,12.226318107458804,7,NNP
friday,16,0.00020869474480545737,12.226318107458804,6,NNP
protectors,16,0.00020869474480545737,12.226318107458804,10,NNP
liner,16,0.00020869474480545737,12.226318107458804,5,NN
northern,16,0.00020869474480545737,12.226318107458804,8,NNP
numbers,16,0.00020869474480545737,12.226318107458804,7,NNS
furnaces,16,0.00020869474480545737,12.226318107458804,8,NNS
mounting,16,0.00020869474480545737,12.226318107458804,8,NN
downloads,16,0.00020869474480545737,12.226318107458804,9,NNP
care,16,0.00020869474480545737,12.226318107458804,4,NN
bhn,16,0.00020869474480545737,12.226318107458804,3,NNP
cobalt,16,0.00020869474480545737,12.226318107458804,6,NN
round,16,0.00020869474480545737,12.226318107458804,5,NNP
agriculture,16,0.00020869474480545737,12.226318107458804,11,NN
cylinder,16,0.00020869474480545737,12.226318107458804,8,NN
printing,16,0.00020869474480545737,12.226318107458804,8,NN
des,16,0.00020869474480545737,12.226318107458804,3,NNS
volumes,16,0.00020869474480545737,12.226318107458804,7,NNS
insulators,16,0.00020869474480545737,12.226318107458804,10,NNP
transport,16,0.00020869474480545737,12.226318107458804,9,NN
concept,16,0.00020869474480545737,12.226318107458804,7,NN
first,16,0.00020869474480545737,12.226318107458804,5,NNP
ar,16,0.00020869474480545737,12.226318107458804,2,NNP
timet,16,0.00020869474480545737,12.226318107458804,5,NNP
slavery,16,0.00020869474480545737,12.226318107458804,7,NNP
post,16,0.00020869474480545737,12.226318107458804,4,NN
it,16,0.00020869474480545737,12.226318107458804,2,NNP
association,16,0.00020869474480545737,12.226318107458804,11,NNP
configurations,16,0.00020869474480545737,12.226318107458804,14,NNS
master,16,0.00020869474480545737,12.226318107458804,6,NNP
tapered,16,0.00020869474480545737,12.226318107458804,7,NNP
mills,16,0.00020869474480545737,12.226318107458804,5,NNS
illinois,15,0.00019565132325511628,12.319427511850286,8,NNP
regulations,15,0.00019565132325511628,12.319427511850286,11,NNS
specialist,15,0.00019565132325511628,12.319427511850286,10,NN
carr,15,0.00019565132325511628,12.319427511850286,4,NNP
complete,15,0.00019565132325511628,12.319427511850286,8,NNP
philosophy,15,0.00019565132325511628,12.319427511850286,10,NN
drones,15,0.00019565132325511628,12.319427511850286,6,NNS
minnesota,15,0.00019565132325511628,12.319427511850286,9,NNP
frame,15,0.00019565132325511628,12.319427511850286,5,NN
straight,15,0.00019565132325511628,12.319427511850286,8,NNP
sabots,15,0.00019565132325511628,12.319427511850286,6,NNP
boundary,15,0.00019565132325511628,12.319427511850286,8,NNP
emergency,15,0.00019565132325511628,12.319427511850286,9,NN
ferrules,15,0.00019565132325511628,12.319427511850286,8,NNP
furnace,15,0.00019565132325511628,12.319427511850286,7,NN
inquiries,15,0.00019565132325511628,12.319427511850286,9,NNS
austechwire,15,0.00019565132325511628,12.319427511850286,11,NN
availability,15,0.00019565132325511628,12.319427511850286,12,NN
nj,15,0.00019565132325511628,12.319427511850286,2,NNP
va,15,0.00019565132325511628,12.319427511850286,2,NNP
wholesaler,15,0.00019565132325511628,12.319427511850286,10,NNP
pd,15,0.00019565132325511628,12.319427511850286,2,NNP
leg,15,0.00019565132325511628,12.319427511850286,3,NNP
treat,15,0.00019565132325511628,12.319427511850286,5,NN
military,15,0.00019565132325511628,12.319427511850286,8,NNP
offices,15,0.00019565132325511628,12.319427511850286,7,NNS
pm,15,0.00019565132325511628,12.319427511850286,2,NNP
thomas,15,0.00019565132325511628,12.319427511850286,6,NNP
drawing,15,0.00019565132325511628,12.319427511850286,7,NN
profile,15,0.00019565132325511628,12.319427511850286,7,NN
sdcofin,15,0.00019565132325511628,12.319427511850286,7,NN
tank,15,0.00019565132325511628,12.319427511850286,4,NN
change,15,0.00019565132325511628,12.319427511850286,6,NN
action,15,0.00019565132325511628,12.319427511850286,6,NN
reviews,15,0.00019565132325511628,12.319427511850286,7,NNP
springs,15,0.00019565132325511628,12.319427511850286,7,NNP
thanks,15,0.00019565132325511628,12.319427511850286,6,NNS
colours,15,0.00019565132325511628,12.319427511850286,7,NNS
tungsten,15,0.00019565132325511628,12.319427511850286,8,NNP
dimensions,15,0.00019565132325511628,12.319427511850286,10,NNS
cad,15,0.00019565132325511628,12.319427511850286,3,NNP
feature,15,0.00019565132325511628,12.319427511850286,7,NNP
abrasion,15,0.00019565132325511628,12.319427511850286,8,NN
batch,15,0.00019565132325511628,12.319427511850286,5,NN
handforge,15,0.00019565132325511628,12.319427511850286,9,NNP
outside,15,0.00019565132325511628,12.319427511850286,7,NNP
floor,15,0.00019565132325511628,12.319427511850286,5,NN
fixture,15,0.00019565132325511628,12.319427511850286,7,NN
window,15,0.00019565132325511628,12.319427511850286,6,NN
crab,15,0.00019565132325511628,12.319427511850286,4,NNP
j,15,0.00019565132325511628,12.319427511850286,1,NNP
outs,15,0.00019565132325511628,12.319427511850286,4,NNP
gear,15,0.00019565132325511628,12.319427511850286,4,NNP
pumps,15,0.00019565132325511628,12.319427511850286,5,NNS
thousands,15,0.00019565132325511628,12.319427511850286,9,NNS
sheet,15,0.00019565132325511628,12.319427511850286,5,NN
mississauga,15,0.00019565132325511628,12.319427511850286,11,NNP
piedmont,15,0.00019565132325511628,12.319427511850286,8,NNP
memorial,15,0.00019565132325511628,12.319427511850286,8,NNP
powders,14,0.0001826079017047752,12.4189631854012,7,NNS
october,14,0.0001826079017047752,12.4189631854012,7,NNP
credits,14,0.0001826079017047752,12.4189631854012,7,NNP
pay,14,0.0001826079017047752,12.4189631854012,3,NNP
personal,14,0.0001826079017047752,12.4189631854012,8,NNP
laws,14,0.0001826079017047752,12.4189631854012,4,NNS
evaluation,14,0.0001826079017047752,12.4189631854012,10,NN
answer,14,0.0001826079017047752,12.4189631854012,6,NN
usage,14,0.0001826079017047752,12.4189631854012,5,NN
belt,14,0.0001826079017047752,12.4189631854012,4,NN
feedback,14,0.0001826079017047752,12.4189631854012,8,NN
corporation,14,0.0001826079017047752,12.4189631854012,11,NNP
hot,14,0.0001826079017047752,12.4189631854012,3,NNP
available,14,0.0001826079017047752,12.4189631854012,9,NNP
engines,14,0.0001826079017047752,12.4189631854012,7,NNS
aerosystems,14,0.0001826079017047752,12.4189631854012,11,NNP
artists,14,0.0001826079017047752,12.4189631854012,7,NNS
return,14,0.0001826079017047752,12.4189631854012,6,NN
you,14,0.0001826079017047752,12.4189631854012,3,NNP
catch,14,0.0001826079017047752,12.4189631854012,5,NN
arms,14,0.0001826079017047752,12.4189631854012,4,NNP
smc,14,0.0001826079017047752,12.4189631854012,3,NNP
roseville,14,0.0001826079017047752,12.4189631854012,9,NNP
consumer,14,0.0001826079017047752,12.4189631854012,8,NN
rear,14,0.0001826079017047752,12.4189631854012,4,NNP
inch,14,0.0001826079017047752,12.4189631854012,4,NN
wrex,14,0.0001826079017047752,12.4189631854012,4,NNP
canterbury,14,0.0001826079017047752,12.4189631854012,10,NNP
g,14,0.0001826079017047752,12.4189631854012,1,NN
richmond,14,0.0001826079017047752,12.4189631854012,8,NNP
money,14,0.0001826079017047752,12.4189631854012,5,NN
personnel,14,0.0001826079017047752,12.4189631854012,9,NNS
buckles,14,0.0001826079017047752,12.4189631854012,7,NNP
bake,14,0.0001826079017047752,12.4189631854012,4,NNP
pacific,14,0.0001826079017047752,12.4189631854012,7,NNP
tcmco,14,0.0001826079017047752,12.4189631854012,5,NN
zealand,14,0.0001826079017047752,12.4189631854012,7,NNP
cleaning,14,0.0001826079017047752,12.4189631854012,8,NN
talladega,14,0.0001826079017047752,12.4189631854012,9,NNP
workmanship,14,0.0001826079017047752,12.4189631854012,11,NN
gate,14,0.0001826079017047752,12.4189631854012,4,NNP
spectrum,14,0.0001826079017047752,12.4189631854012,8,NN
reliability,14,0.0001826079017047752,12.4189631854012,11,NN
ankle,14,0.0001826079017047752,12.4189631854012,5,NNP
neodymium,14,0.0001826079017047752,12.4189631854012,9,NN
restoration,14,0.0001826079017047752,12.4189631854012,11,NN
whether,14,0.0001826079017047752,12.4189631854012,7,NNP
carbon,14,0.0001826079017047752,12.4189631854012,6,NNP
open,14,0.0001826079017047752,12.4189631854012,4,NNP
hill,14,0.0001826079017047752,12.4189631854012,4,NNP
or,14,0.0001826079017047752,12.4189631854012,2,NNP
tony,14,0.0001826079017047752,12.4189631854012,4,NNP
id,14,0.0001826079017047752,12.4189631854012,2,NNP
crushing,14,0.0001826079017047752,12.4189631854012,8,NNP
tech,14,0.0001826079017047752,12.4189631854012,4,NNP
pentacast,14,0.0001826079017047752,12.4189631854012,9,NNP
metalsmiths,14,0.0001826079017047752,12.4189631854012,11,NNP
understanding,14,0.0001826079017047752,12.4189631854012,13,NN
vice,14,0.0001826079017047752,12.4189631854012,4,NNP
case,14,0.0001826079017047752,12.4189631854012,4,NN
distribution,14,0.0001826079017047752,12.4189631854012,12,NN
boxes,14,0.0001826079017047752,12.4189631854012,5,NNS
coming,14,0.0001826079017047752,12.4189631854012,6,NNP
option,13,0.00016956448015443412,12.525878389317713,6,NN
nevada,13,0.00016956448015443412,12.525878389317713,6,NNP
respect,13,0.00016956448015443412,12.525878389317713,7,NN
mazak,13,0.00016956448015443412,12.525878389317713,5,NNP
resume,13,0.00016956448015443412,12.525878389317713,6,NN
files,13,0.00016956448015443412,12.525878389317713,5,NNS
degree,13,0.00016956448015443412,12.525878389317713,6,NN
artisans,13,0.00016956448015443412,12.525878389317713,8,NNPS
land,13,0.00016956448015443412,12.525878389317713,4,NN
wind,13,0.00016956448015443412,12.525878389317713,4,NN
soon,13,0.00016956448015443412,12.525878389317713,4,NNP
response,13,0.00016956448015443412,12.525878389317713,8,NN
fenix,13,0.00016956448015443412,12.525878389317713,5,NNP
heritage,13,0.00016956448015443412,12.525878389317713,8,NNP
chicagovac,13,0.00016956448015443412,12.525878389317713,10,NN
paint,13,0.00016956448015443412,12.525878389317713,5,NN
saws,13,0.00016956448015443412,12.525878389317713,4,NNP
comsister,13,0.00016956448015443412,12.525878389317713,9,NN
prints,13,0.00016956448015443412,12.525878389317713,6,NNS
collin,13,0.00016956448015443412,12.525878389317713,6,NNP
streetp,13,0.00016956448015443412,12.525878389317713,7,NNP
designers,13,0.00016956448015443412,12.525878389317713,9,NNS
floyd,13,0.00016956448015443412,12.525878389317713,5,NNP
connector,13,0.00016956448015443412,12.525878389317713,9,NNP
surfaces,13,0.00016956448015443412,12.525878389317713,8,NNS
optical,13,0.00016956448015443412,12.525878389317713,7,NNP
good,13,0.00016956448015443412,12.525878389317713,4,NNP
speeds,13,0.00016956448015443412,12.525878389317713,6,NNS
served,13,0.00016956448015443412,12.525878389317713,6,NNP
competition,13,0.00016956448015443412,12.525878389317713,11,NN
david,13,0.00016956448015443412,12.525878389317713,5,NNP
tensile,13,0.00016956448015443412,12.525878389317713,7,NNP
stay,13,0.00016956448015443412,12.525878389317713,4,NNP
lathe,13,0.00016956448015443412,12.525878389317713,5,NN
human,13,0.00016956448015443412,12.525878389317713,5,NNP
ii,13,0.00016956448015443412,12.525878389317713,2,NNP
trafficking,13,0.00016956448015443412,12.525878389317713,11,NNP
resource,13,0.00016956448015443412,12.525878389317713,8,NNP
studies,13,0.00016956448015443412,12.525878389317713,7,NNP
trust,13,0.00016956448015443412,12.525878389317713,5,NN
documents,13,0.00016956448015443412,12.525878389317713,9,NNS
controls,13,0.00016956448015443412,12.525878389317713,8,NNS
albert,13,0.00016956448015443412,12.525878389317713,6,NNP
risk,13,0.00016956448015443412,12.525878389317713,4,NN
ounces,13,0.00016956448015443412,12.525878389317713,6,NNS
organization,13,0.00016956448015443412,12.525878389317713,12,NN
miller,13,0.00016956448015443412,12.525878389317713,6,NNP
provisions,13,0.00016956448015443412,12.525878389317713,10,NNS
special,13,0.00016956448015443412,12.525878389317713,7,NNP
current,13,0.00016956448015443412,12.525878389317713,7,NNP
impregnation,13,0.00016956448015443412,12.525878389317713,12,NNP
recycling,13,0.00016956448015443412,12.525878389317713,9,NNP
loss,13,0.00016956448015443412,12.525878389317713,4,NN
gold,13,0.00016956448015443412,12.525878389317713,4,NNP
cabinet,13,0.00016956448015443412,12.525878389317713,7,NN
following,13,0.00016956448015443412,12.525878389317713,9,NN
images,13,0.00016956448015443412,12.525878389317713,6,NNS
event,13,0.00016956448015443412,12.525878389317713,5,NNP
limitation,13,0.00016956448015443412,12.525878389317713,10,NN
fact,13,0.00016956448015443412,12.525878389317713,4,NN
court,13,0.00016956448015443412,12.525878389317713,5,NNP
traffic,13,0.00016956448015443412,12.525878389317713,7,NN
improvements,13,0.00016956448015443412,12.525878389317713,12,NNS
warehouse,13,0.00016956448015443412,12.525878389317713,9,NN
chip,13,0.00016956448015443412,12.525878389317713,4,NNP
ductile,13,0.00016956448015443412,12.525878389317713,7,NNP
ease,13,0.00016956448015443412,12.525878389317713,4,NN
measuring,13,0.00016956448015443412,12.525878389317713,9,NNP
operator,13,0.00016956448015443412,12.525878389317713,8,NN
join,13,0.00016956448015443412,12.525878389317713,4,NNP
flowserve,13,0.00016956448015443412,12.525878389317713,9,NNP
weeks,13,0.00016956448015443412,12.525878389317713,5,NNS
po,13,0.00016956448015443412,12.525878389317713,2,NNP
cylinders,13,0.00016956448015443412,12.525878389317713,9,NNS
franklin,13,0.00016956448015443412,12.525878389317713,8,NNP
week,13,0.00016956448015443412,12.525878389317713,4,NN
productivity,13,0.00016956448015443412,12.525878389317713,12,NN
heater,13,0.00016956448015443412,12.525878389317713,6,NNP
treater,13,0.00016956448015443412,12.525878389317713,7,NNP
meeting,13,0.00016956448015443412,12.525878389317713,7,NN
mahoney,13,0.00016956448015443412,12.525878389317713,7,NNP
sectors,13,0.00016956448015443412,12.525878389317713,7,NNS
bc,13,0.00016956448015443412,12.525878389317713,2,NNP
organizations,13,0.00016956448015443412,12.525878389317713,13,NNS
oak,13,0.00016956448015443412,12.525878389317713,3,NN
item,13,0.00016956448015443412,12.525878389317713,4,NN
mass,12,0.00015652105860409303,12.641355606737648,4,NN
geneva,12,0.00015652105860409303,12.641355606737648,6,NNP
houstonanodes,12,0.00015652105860409303,12.641355606737648,13,NNS
detroit,12,0.00015652105860409303,12.641355606737648,7,NNP
liners,12,0.00015652105860409303,12.641355606737648,6,NNS
role,12,0.00015652105860409303,12.641355606737648,4,NN
amsted,12,0.00015652105860409303,12.641355606737648,6,NNP
required,12,0.00015652105860409303,12.641355606737648,8,NNP
h,12,0.00015652105860409303,12.641355606737648,1,NNP
workforce,12,0.00015652105860409303,12.641355606737648,9,NN
shot,12,0.00015652105860409303,12.641355606737648,4,NN
society,12,0.00015652105860409303,12.641355606737648,7,NN
plan,12,0.00015652105860409303,12.641355606737648,4,NN
head,12,0.00015652105860409303,12.641355606737648,4,NN
l,12,0.00015652105860409303,12.641355606737648,1,NNP
hubs,12,0.00015652105860409303,12.641355606737648,4,NN
how,12,0.00015652105860409303,12.641355606737648,3,NNP
professionals,12,0.00015652105860409303,12.641355606737648,13,NNS
outdoor,12,0.00015652105860409303,12.641355606737648,7,NNP
steam,12,0.00015652105860409303,12.641355606737648,5,NN
collaboration,12,0.00015652105860409303,12.641355606737648,13,NN
white,12,0.00015652105860409303,12.641355606737648,5,NNP
matrix,12,0.00015652105860409303,12.641355606737648,6,NNP
november,12,0.00015652105860409303,12.641355606737648,8,NNP
solidification,12,0.00015652105860409303,12.641355606737648,14,NN
russia,12,0.00015652105860409303,12.641355606737648,6,NNP
rare,12,0.00015652105860409303,12.641355606737648,4,NNP
tral,12,0.00015652105860409303,12.641355606737648,4,NNP
operating,12,0.00015652105860409303,12.641355606737648,9,NN
damage,12,0.00015652105860409303,12.641355606737648,6,NN
warranties,12,0.00015652105860409303,12.641355606737648,10,NNS
crankshaft,12,0.00015652105860409303,12.641355606737648,10,NN
durability,12,0.00015652105860409303,12.641355606737648,10,NN
laser,12,0.00015652105860409303,12.641355606737648,5,NN
john,12,0.00015652105860409303,12.641355606737648,4,NNP
lake,12,0.00015652105860409303,12.641355606737648,4,NNP
fields,12,0.00015652105860409303,12.641355606737648,6,NNS
tpi,12,0.00015652105860409303,12.641355606737648,3,NNP
piston,12,0.00015652105860409303,12.641355606737648,6,NNP
look,12,0.00015652105860409303,12.641355606737648,4,NN
inspired,12,0.00015652105860409303,12.641355606737648,8,NNP
integration,12,0.00015652105860409303,12.641355606737648,11,NN
direct,12,0.00015652105860409303,12.641355606737648,6,NNP
accordance,12,0.00015652105860409303,12.641355606737648,10,NN
vic,12,0.00015652105860409303,12.641355606737648,3,NNP
reports,12,0.00015652105860409303,12.641355606737648,7,NNS
saturday,12,0.00015652105860409303,12.641355606737648,8,NNP
modifications,12,0.00015652105860409303,12.641355606737648,13,NNS
term,12,0.00015652105860409303,12.641355606737648,4,NN
practice,12,0.00015652105860409303,12.641355606737648,8,NN
sections,12,0.00015652105860409303,12.641355606737648,8,NNS
steels,12,0.00015652105860409303,12.641355606737648,6,NNS
diverless,12,0.00015652105860409303,12.641355606737648,9,NNP
can,12,0.00015652105860409303,12.641355606737648,3,NNP
plants,12,0.00015652105860409303,12.641355606737648,6,NNS
everyone,12,0.00015652105860409303,12.641355606737648,8,NN
aboveimage,12,0.00015652105860409303,12.641355606737648,10,NN
portfolio,12,0.00015652105860409303,12.641355606737648,9,NN
height,12,0.00015652105860409303,12.641355606737648,6,NN
brackets,12,0.00015652105860409303,12.641355606737648,8,NNP
provide,12,0.00015652105860409303,12.641355606737648,7,NNP
representative,12,0.00015652105860409303,12.641355606737648,14,NN
shops,12,0.00015652105860409303,12.641355606737648,5,NNS
presentation,12,0.00015652105860409303,12.641355606737648,12,NN
hfm,12,0.00015652105860409303,12.641355606737648,3,NNP
car,12,0.00015652105860409303,12.641355606737648,3,NN
awards,12,0.00015652105860409303,12.641355606737648,6,NNP
plastics,12,0.00015652105860409303,12.641355606737648,8,NNS
corporate,12,0.00015652105860409303,12.641355606737648,9,NNP
pleasecontact,12,0.00015652105860409303,12.641355606737648,13,NNP
compliant,12,0.00015652105860409303,12.641355606737648,9,NN
express,12,0.00015652105860409303,12.641355606737648,7,NNP
grinders,12,0.00015652105860409303,12.641355606737648,8,NNP
al,12,0.00015652105860409303,12.641355606737648,2,NNP
extrusion,12,0.00015652105860409303,12.641355606737648,9,NNP
basis,12,0.00015652105860409303,12.641355606737648,5,NN
warranty,12,0.00015652105860409303,12.641355606737648,8,NN
arm,12,0.00015652105860409303,12.641355606737648,3,NNP
shrewsbury,12,0.00015652105860409303,12.641355606737648,10,NNP
antique,12,0.00015652105860409303,12.641355606737648,7,NNP
pride,12,0.00015652105860409303,12.641355606737648,5,NN
act,12,0.00015652105860409303,12.641355606737648,3,NNP
galleries,12,0.00015652105860409303,12.641355606737648,9,NNP
analytics,12,0.00015652105860409303,12.641355606737648,9,NNP
housings,12,0.00015652105860409303,12.641355606737648,8,NNS
identification,12,0.00015652105860409303,12.641355606737648,14,NN
websites,12,0.00015652105860409303,12.641355606737648,8,NNS
education,12,0.00015652105860409303,12.641355606737648,9,NN
semco,11,0.00014347763705375194,12.766886488821507,5,NNP
magnetics,11,0.00014347763705375194,12.766886488821507,9,NNP
requirement,11,0.00014347763705375194,12.766886488821507,11,NN
partnerships,11,0.00014347763705375194,12.766886488821507,12,NNS
mako,11,0.00014347763705375194,12.766886488821507,4,NNP
priority,11,0.00014347763705375194,12.766886488821507,8,NN
materion,11,0.00014347763705375194,12.766886488821507,8,NNP
means,11,0.00014347763705375194,12.766886488821507,5,NNS
rod,11,0.00014347763705375194,12.766886488821507,3,NN
shock,11,0.00014347763705375194,12.766886488821507,5,NN
walls,11,0.00014347763705375194,12.766886488821507,5,NNS
lifting,11,0.00014347763705375194,12.766886488821507,7,NNP
koch,11,0.00014347763705375194,12.766886488821507,4,NNP
depth,11,0.00014347763705375194,12.766886488821507,5,NN
holes,11,0.00014347763705375194,12.766886488821507,5,NNS
vintage,11,0.00014347763705375194,12.766886488821507,7,NNP
premium,11,0.00014347763705375194,12.766886488821507,7,NN
apply,11,0.00014347763705375194,12.766886488821507,5,NNP
category,11,0.00014347763705375194,12.766886488821507,8,NNP
gap,11,0.00014347763705375194,12.766886488821507,3,NNP
mountain,11,0.00014347763705375194,12.766886488821507,8,NNP
school,11,0.00014347763705375194,12.766886488821507,6,NNP
ap,11,0.00014347763705375194,12.766886488821507,2,NNP
individuals,11,0.00014347763705375194,12.766886488821507,11,NNS
bmw,11,0.00014347763705375194,12.766886488821507,3,NNP
fox,11,0.00014347763705375194,12.766886488821507,3,NNP
english,11,0.00014347763705375194,12.766886488821507,7,NNP
yes,11,0.00014347763705375194,12.766886488821507,3,NNP
george,11,0.00014347763705375194,12.766886488821507,6,NNP
thermal,11,0.00014347763705375194,12.766886488821507,7,NN
cart,11,0.00014347763705375194,12.766886488821507,4,NN
plans,11,0.00014347763705375194,12.766886488821507,5,NNS
provider,11,0.00014347763705375194,12.766886488821507,8,NN
grain,11,0.00014347763705375194,12.766886488821507,5,NN
mind,11,0.00014347763705375194,12.766886488821507,4,NN
powered,11,0.00014347763705375194,12.766886488821507,7,NNP
closing,11,0.00014347763705375194,12.766886488821507,7,NNP
groove,11,0.00014347763705375194,12.766886488821507,6,NN
portfolios,11,0.00014347763705375194,12.766886488821507,10,NNS
wix,11,0.00014347763705375194,12.766886488821507,3,NNP
