company_id,link_num,sent_num,sent_str
294,5,44, Changes to this Statement Burgess-Norton will occasionally update this Statement of Privacy to reflect company and customer feedback
294,5,45, Burgess-Norton encourages you to periodically review this Statement to be informed of how Burgess-Norton is protecting your information
294,5,46, Contact Information Burgess-Norton welcomes your comments regarding this Statement of Privacy
294,5,47," If you believe that Burgess-Norton has not adhered to this Statement, please contact Burgess-Norton atBMMorton@burgessnorton"
294,5,48,com
294,5,49, We will use commercially reasonable efforts to promptly determine and remedy the problem
294,5,50,  Get In Touch If you have questions or need help please feel free to contact us
294,5,51," 737 Peyton St,Geneva, IL 60134(630) 232-4100 Copyright 2020 Burgess-Norton"
294,5,52, A subsidiary of Amsted Industries Incorporated
294,5,53, All rights reserved |Privacy Policy |Terms and Conditions Privacy Overview 
299,0,0,"Safety Critical Control Arms Front Suspension Components  Safety Critical Suspension Knuckles, Links & Brackets Front & Rear Suspension Components  Chassis Cradles and Crossmembers Front & Rear Chassis Component  Oil Pans, Intake Manifolds and Engine Mount Brackets Powertrain Applications Cast & Machined  Clutches, Pistons & Front Supports Transmission Components  About Us General Aluminum Mfg"
299,0,1, Company (GAMCO) was founded in 1943 and offers engineered casting solutions
299,0,2," Today, we are part of Park Ohio Holdings Corporation, a publicly traded company under the NASDAQ symbol PKOH"
299,0,3," With five North American manufacturing facilities, we produce machined aluminum castings for both the automotive and non-automotive industries"
299,0,4," We offer our customers Low Pressure Permanent Molding, Permanent Molding, Semi-Permanent Molding, Lost Foam, and High Pressure Die Castings"
299,0,5, We are financially stable and growing
299,0,6, Our facilities are certified to one or more of the following
299,0,7, IATF 16949
299,0,8,"2016, ISO 14001"
299,0,9,2015 and ISO 9001
299,0,10,2015
299,0,11, Our Capabilities WHY GENERAL ALUMINUM
299,0,12, Financially stable supplier of high quality castings since 1943 We have an internal technical staff that has developed and implemented new casting and metallurgical processes
299,0,13," By working closely with our customers, our technical staff and manufacturing teams are producing superior products at a very competitive cost"
299,0,14," We have an industry leading multi-disciplined process, product, and developmental engineering team"
299,0,15, We have a foundation in casting and machining with an unmatched team of experienced manufacturing professionals
299,0,16, Join us at GAMCO CAREERS Your next rewarding career starts here
299,0,17, Apply today
299,0,18, Learn More About Us General Aluminum is hiring
299,0,19, We are looking for reliable people to join the General Aluminum team
299,0,20," Join our team and learn how to make aluminum castings for the automotive, agricultural, industrial, and appliance industries"
299,0,21, Read More Web Cookies Acknowledgement 
299,1,0,About General Aluminum Mfg
299,1,1, Co General Aluminum Mfg
299,1,2, Company (GAMCO) was founded in 1943 and provides highly engineered casting solutions to our customers
299,1,3," GAMCO is part of Park Ohio Holdings Corporation, a publicly traded company under the NASDAQ symbol PKOH"
299,1,4," With five North American manufacturing facilities, we produce aluminum castings for both the automotive and non-automotive industries"
299,1,5, We offer our customers a variety of cast processes to meet our customer's needs by providing high quality castings at a competitive price
299,1,6," These processes include Low Pressure Permanent Mold, Counter Pressure Casting, Gravity Permanent Mold, Semi-Permanent Mold, Lost Foam, and High Pressure Die Cast"
299,1,7, We are a financially stable and growing company
299,1,8, Our facilities are certified to one or more of the following
299,1,9, IATF 16949
299,1,10,"2016, ISO 14001"
299,1,11,2015 and ISO 9001
299,1,12,2015
299,1,13, Engineering General Aluminum Mfg
299,1,14, Company has an internal technical staff that has developed and implemented new casting and metallurgical processes
299,1,15," By working closely with our customers, our technical staff and manufacturing teams are producing superior products at a very competitive cost"
299,1,16," Our Team We have an industry leading multi-disciplined process, product, and developmental engineering team"
299,1,17, We have a foundation in casting and machining with an unmatched team of experienced manufacturing professionals
299,1,18, Web Cookies Acknowledgement 
299,2,0,Why General Aluminum Manufacturing Company Web Cookies Acknowledgement 
299,3,0,"Forms & Certifications General Aluminum Quality Supplier Quality It is the responsibility of the supplier to understand and ensure compliance with this manual and the quality policies, procedures and work instructions of General Aluminum Mfg"
299,3,1, Company
299,3,2, Each supplier is requested to access this web-site to verify current General Aluminum requirements are incorporated into their quality management system
299,3,3,"The purpose of this Supplier Quality Manual is to communicate to our supplier partners a core set of tools, processes and systems that are to be used in the development and manufacture of parts, services and products supplied to General Aluminum Mfg"
299,3,4, Company
299,3,5," We believe that the implementation of this manual will also assist suppliers in their development of business and manufacturing processes, contributing to their future competitiveness and success"
299,3,6, General Aluminum Mfg
299,3,7," Company is part of Park Ohio Holdings and we will use this size and strength to work with selected suppliers who deliver the best quality, value and service at the most competitive cost for future business consideration"
299,3,8, Web Cookies Acknowledgement 
299,4,0,Our Capabilities Design/Analysis Engineering Capabilities General Aluminum offers our customers full design service capability from conception through production
299,4,1," Powertrain - Products Oil Pans, Flywheel Housings, Intake Manifolds and Engine Brackets Powertrain - Process Lost Foam, High Pressure Diecast and Low Pressure Permanent Mold Non-Automotive Products Oil Pans, Brackets, Oil Filter Adaptors, Flywheel Housings, Carriers, Manifolds and Intake Covers Non-Automotive Process Lost Foam Process and Permanent and Semi-permanent Processes"
299,4,2," Drivetrain - Products Clutch Housings, Front Supports, Pistons, Carriers, Hubs, 8-Speed E, C Hubs, 9"
299,4,3,"25 Litter Front Differential Carrier, Transmission Hub, 6-Speed Clutch Piston, and 10-Speed Front Support Chassis - Products Cradle, Crossmember, Nodes and Front Cradle Chassis - Process Low Pressure – Permanent Mold and Gravity Permanent Mold Machining Equipment Makino – 47 Hor"
299,4,4," CNC, Mazak – 4 Hor"
299,4,5," CNC, LiCon – 2 Hor"
299,4,6," CNC, Haas – 6 Vert CNC, Fanuc – 5 Robodrill’s, Kira – 2 Vert CNC, Okuma – 3 Lathes Machining Fixture Design and CNC Program Development Front Knuckle Fixture Design, Front Knuckle, Rear Knuckle, CNC Program Design, Green – for RWD ‘OP10’, Orange – for RWD ‘OP20’ CNC Fixtures – Similar Control Arm OP 10 and OP 20 Machining OP 10 and OP 20 Assembly and Gaging Bushing and Ball Joint Assembly, Pokey Yoke Guage, CMM Fixture and Push in loads retained Non-Automotive Facility Huntington Suspension - Products Front and Rear Upper and Lower Control Arms, Front and Rear Knuckles, Rear Suspension Links, Compression Link, Hollow Rear Lower Control Arm and Front Lower Control Arm Suspension - Process Low Pressure Permanent Mold and Gravity Permanent Mold Suspension - Facility Wapakoneta, Rootstown and Conneaut Testing Capabilities Liquid Penetrant Inspection, X-Ray Inspection - ADR Enabled, Resonant Inspection - Fully Automated, Faro Arm 3D Scanning Capable, CMM Inspection, Mechanical Properties Testing, Brinell Hardness Testing, Stereo Microscope Systems Capabilities, Section Polishing, Micro and Macro Lab Analysis Capabilities, Poke-Yoke Fixturing and Pressure Testing, Final Assembly Testing, Bent/Warp Gages and Air Decay/Pressure Testing"
299,4,7," Powertrain - Facility Fremont, Wapakoneta and Huntington Drivetrain - Process High Pressure Diecast, Semi-Permanent Mold and Gravity Permanent Mold Drivetrain - Facility Rootstown, Conneaut and Fremont Chassis - Facility Conneaut, Rootstown and Wapakoneta Web Cookies Acknowledgement "
299,5,0,Locations Fremont Division - 303 E
299,5,1," Swager Dr, Fremont, INThe manufacturer of aluminum castings, machining and assembly"
299,5,2," (high pressure Die casting)Get DirectionsConneaut Division - 1370 Chamberlain Blvd, Conneaut, OHThe manufacturer of aluminum castings, heat treating, machining & assembly"
299,5,3," (Gravity and Semi-Permanent mold)Get DirectionsWapakoneta Division - 13663 Short Rd, Wapakoneta, OHThe manufacture of aluminum castings, heat treating, machining and assembly"
299,5,4, (Low pressure permanent mold)Get DirectionsRootstown Division - 5159 S
299,5,5," Prospect St, Ravenna, OHThe manufacturer of aluminum castings, sand core making, heat treating, machining, and assembly"
299,5,6, (Gravity and Semi-Permanent mold)Get DirectionsPiedras Division - Ave
299,5,7, Industrial S/N Num
299,5,8, Int
299,5,9," Edificio 11, Colonia San Filipe, Piedras Negras Coahuila, MexicoThe manufacturer of aluminum castings, sand core making, machining, and assembly"
299,5,10," (Gravity Permanent mold)Get Directions5159 S Prospect St, Ravenna, OHCorporate HeadquartersThe manufacturer of aluminum castings, sand core making, lot foam, heat treating, machining and assembly"
299,5,11,Get Directions Fremont Division - 303 E
299,5,12," Swager Dr, Fremont, IN The manufacturer of aluminum castings, machining and assembly"
299,5,13," (high pressure Die casting) Conneaut Division - 1370 Chamberlain Blvd, Conneaut, OH The manufacturer of aluminum castings, heat treating, machining & assembly"
299,5,14," (Gravity and Semi-Permanent mold) Wapakoneta Division - 13663 Short Rd, Wapakoneta, OH The manufacture of aluminum castings, heat treating, machining and assembly"
299,5,15, (Low pressure permanent mold) Rootstown Division - 5159 S
299,5,16," Prospect St, Ravenna, OH The manufacturer of aluminum castings, sand core making, heat treating, machining, and assembly"
299,5,17, (Gravity and Semi-Permanent mold)  Piedras Division - Ave
299,5,18, Industrial S/N Num
299,5,19, Int
299,5,20," Edificio 11, Colonia San Filipe, Piedras Negras Coahuila, Mexico The manufacturer of aluminum castings, sand core making, machining, and assembly"
299,5,21," (Gravity Permanent mold) Get Directions 5159 S Prospect St, Ravenna, OH Corporate Headquarters The manufacturer of aluminum castings, sand core making, lot foam, heat treating, machining and assembly"
299,5,22, Web Cookies Acknowledgement 
299,6,0,"Our Capabilities Suspension - Products Front and Rear Upper and Lower Control Arms, Front and Rear Knuckles, Rear Suspension Links, Compression Link, Hollow Rear Lower Control Arm and Front Lower Control Arm Project Info Web Cookies Acknowledgement "
299,7,0,"Our Capabilities Powertrain - Products Oil Pans, Flywheel Housings, Intake Manifolds and Engine Brackets Project Info Web Cookies Acknowledgement "
299,8,0,General Aluminum is Hiring
299,8,1, We are looking for reliable people to join the General Aluminum team
299,8,2," Join our team and learn how to make aluminum castings for the automotive, agricultural, industrial, and appliance industries"
299,8,3, We have many openings and even offer internships at some of the divisions
299,8,4, We have recently increased our starting wages
299,8,5," We also offer a perfect attendance bonus, have a referral incentive program, vacation days, personal days, medical, dental and vision insurance and more"
299,8,6," Apply today through our website, Indeed, or in person at one of our five facilities located in Conneaut, OH, Rootstown, OH, Wapakoneta, OH, Fremont, IN and Huntington, IN"
299,8,7," Check us out onLinkedIn,FacebookandIndeed"
299,8,8, Categories Recent Posts General Aluminum is hiring
299,8,9, We are looking for reliable people to join the General Aluminum team
299,8,10," Join our team and learn how to make aluminum castings for the automotive, agricultural, industrial, and appliance industries"
299,8,11, Read More Web Cookies Acknowledgement 
299,9,0,~O6^{wl
299,9,1,|+
299,9,2,"tx_C&ܸd,q{\nN{X	M`iFͨy4fiF`f<ϸ3n88g=sՃGrm=,O`{w(L{^̔yWJ<L`XICl"
299,9,3,"o7<c2R,ġ,͋y>2)k-C>/iҫ"
299,9,4,"vU/G{sWVz`ꇥW{ҫrd\ذjҫz`޺Xu6,=[ۑ^ԫ--=h%"
299,10,0,"Our Capabilities Powertrain - Process Lost Foam, High Pressure Diecast and Low Pressure Permanent Mold Project Info Web Cookies Acknowledgement "
299,11,0,Our Capabilities Non-Automotive Process Lost Foam Process and Permanent and Semi-permanent Processes
299,11,1, Project Info Web Cookies Acknowledgement 
299,12,0,Our Capabilities Machining Equipment Project Info Web Cookies Acknowledgement 
299,13,0,Our Capabilities CNC Fixtures – Similar Control Arm OP 10 and OP 20 Project Info Web Cookies Acknowledgement 
299,14,0,"Our Capabilities Assembly and Gaging Bushing & Ball Joint Assembly, Pokey Yoke Guage, CMM Fixture and Push in loads retained Project Info Web Cookies Acknowledgement "
299,15,0,Our Capabilities Suspension - Process Low Pressure Permanent Mold and Gravity Permanent Mold Project Info Web Cookies Acknowledgement 
299,16,0,"Our Capabilities Testing Capabilities Liquid Penetrant Inspection, X-Ray Inspection - ADR Enabled, Resonant Inspection - Fully Automated, Faro Arm 3D Scanning Capable, CMM Inspection, Mechanical Properties Testing, Brinell Hardness Testing, Stereo Microscope Systems Capabilities, Section Polishing, Micro and Macro Lab Analysis Capabilities, Poke-Yoke Fixturing and Pressure Testing, Final Assembly Testing, Bent/Warp Gages and Air Decay/Pressure Testing"
299,16,1, Project Info Web Cookies Acknowledgement 
299,17,0,"Our Capabilities Drivetrain - Process High Pressure Diecast, Semi-Permanent Mold and Gravity Permanent Mold Project Info Web Cookies Acknowledgement "
299,18,0,"Our Capabilities Chassis - Facility Conneaut, Rootstown and Wapakoneta Project Info Web Cookies Acknowledgement "
299,19,0,Latest News General Aluminum is hiring
299,19,1, We are looking for reliable people to join the General Aluminum team
299,19,2," Join our team and learn how to make aluminum castings for the automotive, agricultural, industrial, and appliance industries"
299,19,3, Categories Recent Posts General Aluminum is hiring
299,19,4, We are looking for reliable people to join the General Aluminum team
299,19,5," Join our team and learn how to make aluminum castings for the automotive, agricultural, industrial, and appliance industries"
299,19,6, Read More Web Cookies Acknowledgement 
308,0,0,MAHONEY DIVISIONS Why ChooseMahoney Foundries
308,0,1, Competitive Pricing Consistent Quality On Time Delivery OUR SERVICES Request A Quote Thank you for your submission
308,0,2, There was a problem with your submission
308,0,3, There was an error with your submission
308,0,4," We Are Certified Mahoney Foundries, Inc"
308,0,5," We are committed to exceeding our customers' expectations with quality products, on-time deliveries, and competitive pricing through our strict quality guidelines"
308,0,6, Helpful Links Quote Employment Locations Email Us Contact 209 W
308,0,7," Ohio StreetKendallville, IN 46755 (260) 347-1768 ISO"
308,0,8, 9001
308,0,9,2015 sales@mahoneyfoundries
308,0,10,com engineering@mahoneyfoundries
308,0,11,com 
308,1,0,"CONTROLLED MACHINING Controlled Machining With over 40 years of experience and 50 active customers, Controlled Machining offersspecialized machining for both brass and aluminum castingsto meet our customer's specifications"
308,1,1, Thisin-house operationpermits us to work jointly with our brass and aluminum foundries
308,1,2," With our recent relocation of Controlled Machining this allows us to provide value-added services such as inhouse machining, fixture designs, and the ability to take orders of any size"
308,1,3, The machine shop is conveniently located next to the foundry which cuts cost on shipping and improves lead time for our customers
308,1,4," Controlled Machining's products and convenience are an example of personal service in which Mahoney Foundries, Inc"
308,1,5, takes pride
308,1,6,Our commitment to quality and excellence is the driving force behind everything we produce
308,1,7," Quality Machining Specs Industries Served Plumbing Grey Water Systems Valve Products Door Hardware Electrical Contacts Pump Components Mahoney Foundries, Inc"
308,1,8," We are committed to exceeding our customers' expectations with quality products, on-time deliveries, and competitive pricing through our strict quality guidelines"
308,1,9, Helpful Links Quote Employment Locations Email Us Contact 209 W
308,1,10," Ohio StreetKendallville, IN 46755 (260) 347-1768 ISO"
308,1,11, 9001
308,1,12,2015 sales@mahoneyfoundries
308,1,13,com engineering@mahoneyfoundries
308,1,14,com 
308,2,0,E-mail Us Please type your e-mail message below
308,2,1, Provide an address where we can respond to you as well as a subject of the message
308,2,2, We have received your message
308,2,3, We will reach out to you as soon as possible
308,2,4, There was a problem with your submission
308,2,5, There was an error with your submission
308,2,6," Mahoney Foundries, Inc"
308,2,7," We are committed to exceeding our customers' expectations with quality products, on-time deliveries, and competitive pricing through our strict quality guidelines"
308,2,8, Helpful Links Quote Employment Locations Email Us Contact 209 W
308,2,9," Ohio StreetKendallville, IN 46755 (260) 347-1768 ISO"
308,2,10, 9001
308,2,11,2015 sales@mahoneyfoundries
308,2,12,com engineering@mahoneyfoundries
308,2,13,com 
308,3,0,"Privacy Policy | Mahoney Foundries, Inc"
308,3,1," Privacy Policy Mahoney Foundries, Inc"
308,3,2," (""us"", ""we"", or ""our"") operates this Mahoney Foundries, Inc"
308,3,3," Website (the ""Website"")"
308,3,4," This page informs you of our policies regarding the collection, use, and disclosure of personal data when you use our Website"
308,3,5, We use your data to provide and improve our Website and company services
308,3,6," By using our Website, you agree to the collection and use of information in accordance with this policy"
308,3,7, Information Collection and Use We collect several different types of information for various purposes to provide and improve our Service to you
308,3,8," Types of Data Collected Personal Data While using our Service, we may ask you to provide us with certain personally identifiable information that can be used to contact or identify you (""Personal Data"")"
308,3,9," Personally identifiable information may include, but is not limited to"
308,3,10," Usage Data We may also collect information on how our Website is accessed and used (""Usage Data"")"
308,3,11, This Usage Data may include information such as your computer's Internet Protocol address (e
308,3,12,g
308,3,13," IP address), browser type, browser version, the pages of our Website that you visit, the time and date of your visit, the time spent on those pages, unique device identifiers and other diagnostic data"
308,3,14, Tracking and Cookies Data We use cookies and similar tracking technologies to track the activity on our Service and hold certain information
308,3,15, Cookies are files with small amount of data which may include an anonymous unique identifier
308,3,16, Cookies are sent to your browser from a Website and stored on your device
308,3,17," Tracking technologies also used are beacons, tags, and scripts to collect and track information and to improve and analyze our Service"
308,3,18, You can instruct your browser to refuse all cookies or to indicate when a cookie is being sent
308,3,19," However, if you do not accept cookies, you may not be able to use some portions of our Website"
308,3,20, Examples of Cookies we may use
308,3,21," Use of Data Mahoney Foundries, Inc"
308,3,22, uses the collected data for various purposes such as but not limited to
308,3,23," Transfer of Data Your information, including Personal Data, may be transferred to—and maintained on—computers located outside of your state, province, country or other governmental jurisdiction where the data protection laws may differ than those from your jurisdiction"
308,3,24," If you are located outside United States and choose to provide information to us, please note that we transfer the data, including Personal Data, to United States and process it there"
308,3,25, Your consent to this Privacy Policy followed by your submission of such information represents your agreement to that transfer
308,3,26," Disclosure of Data Legal Requirements Mahoney Foundries, Inc"
308,3,27, may disclose your Personal Data in the good faith belief that such action is necessary to
308,3,28," Security of Data The security of your data is important to us but remember that no method of transmission over the Internet, or method of electronic storage is 100% secure"
308,3,29," While we strive to use commercially acceptable means to protect your Personal Data, we cannot guarantee its absolute security"
308,3,30," Service Providers We may employ third party companies and individuals to facilitate our Website (""Service Providers""), to provide the Website on our behalf, to perform Website-related services or to assist us in analyzing how our Website is used"
308,3,31, These third parties have access to your Personal Data only to perform these tasks on our behalf and are obligated not to disclose or use it for any other purpose
308,3,32, Analytics We may use third-party Service Providers to monitor and analyze the use of our Website
308,3,33, Google Analytics Google Analytics is a web analytics service offered by Google that tracks and reports Website traffic
308,3,34, Google uses the data collected to track and monitor the use of our Website
308,3,35, This data is shared with other Google services
308,3,36, Google may use the collected data to contextualize and personalize the ads of its own advertising network
308,3,37, You can opt-out of having made your activity on the Service available to Google Analytics by installing the Google Analytics opt-out browser add-on
308,3,38, The add-on prevents the Google Analytics JavaScript (ga
308,3,39,"js, analytics"
308,3,40,"js, and dc"
308,3,41,js) from sharing information with Google Analytics about visits activity
308,3,42," For more information on the privacy practices of Google, please visit the Google Privacy & Terms web page"
308,3,43,https
308,3,44,//policies
308,3,45,google
308,3,46,com/privacy
308,3,47,hl=en Links to Other Sites Our Website may contain links to other sites that are not operated by us
308,3,48," If you click on a third party link, you will be directed to that third party's site"
308,3,49, We strongly advise you to review the Privacy Policy of every site you visit
308,3,50," We have no control over and assume no responsibility for the content, privacy policies or practices of any third party sites or services"
308,3,51," Children's Privacy Our Service does not address anyone under the age of 18 (""Children"")"
308,3,52, We do not knowingly collect personally identifiable information from anyone under the age of 18
308,3,53," If you are a parent or guardian and you are aware that your Children has provided us with Personal Data, please contact us"
308,3,54," If we become aware that we have collected Personal Data from children without verification of parental consent, we take steps to remove that information from our servers"
308,3,55, Changes to this Privacy Policy We may update our Privacy Policy from time to time
308,3,56, We will notify you of any changes by posting the new Privacy Policy on this page
308,3,57, You are advised to review this Privacy Policy periodically for any changes
308,3,58, Changes to this Privacy Policy are effective when they are posted on this page
308,3,59," Contact Us If you have any questions about this Privacy Policy, please contact us by emailing us through this website"
308,3,60, Effective date
308,3,61," January 15, 2019 Mahoney Foundries, Inc"
308,3,62," We are committed to exceeding our customers' expectations with quality products, on-time deliveries, and competitive pricing through our strict quality guidelines"
308,3,63, Helpful Links Quote Employment Locations Email Us Contact 209 W
308,3,64," Ohio StreetKendallville, IN 46755 (260) 347-1768 ISO"
308,3,65, 9001
308,3,66,2015 sales@mahoneyfoundries
308,3,67,com engineering@mahoneyfoundries
308,3,68,com 
308,4,0,"Employment EMPLOYMENT INQUIRY FORM Thank you for your interest in obtaining a position with Mahoney Foundries, Inc"
308,4,1, The following is a simple inquiry form to see if it is in your interest to take the time to come in and fill out our normal employment application and potentially interview for possible employment
308,4,2, All information submitted will be held in strict confidence
308,4,3, No phone calls will be made to your current or past employers without first talking to you
308,4,4, Contact Information We have received your employment inquiry
308,4,5, We will reach out to you as soon as possible
308,4,6, There was a problem with your submission
308,4,7, There was an error with your submission
308,4,8," Mahoney Foundries, Inc"
308,4,9," We are committed to exceeding our customers' expectations with quality products, on-time deliveries, and competitive pricing through our strict quality guidelines"
308,4,10, Helpful Links Quote Employment Locations Email Us Contact 209 W
308,4,11," Ohio StreetKendallville, IN 46755 (260) 347-1768 ISO"
308,4,12, 9001
308,4,13,2015 sales@mahoneyfoundries
308,4,14,com engineering@mahoneyfoundries
308,4,15,com 
318,0,0, New Product Literature Downloads Full Line of Ladle Cups0
318,0,1,44 lbs
318,0,2,/0
318,0,3,20 kg to33
318,0,4,70 lbs
318,0,5,/15
318,0,6,"29 kg capacities Ram System Frees Seized Plunger Tips  Northern                Iron & Machine- 867 Forest Street, St"
318,0,7,"Paul, Minnesota                55106 - Phone"
318,0,8, 651-778-3308 - Fax
318,0,9, 651-778-1321 
318,1,0,"Versa Ladle Cups- For                Toshiba, Rimrock, Snair, Advance and UBE Systems Versa Ladle Cups Introduction|Ladle Cups Models|Hanger                Sets   Hanger can be attachedto either side of cup for left or right uses"
318,1,1, Extra thickquarter-inch wall for longer                life
318,1,2, Ladle Cup pivotson spout which maintains consistent metal flow
318,1,3, Allows direct sleeve pour
318,1,4," Northern                Iron & Machine- 867 Forest Street, St"
318,1,5,"Paul, Minnesota                55106 - Phone"
318,1,6, 651-778-3308 - Fax
318,1,7, 651-778-1321 
318,2,0,"Versa Ladle Cups- For                Toshiba, Rimrock, Snair, Advance and UBE Systems Versa Ladle Cups Introduction|Ladle Cups Models|Hanger                Sets Hanger Sets and Hanger Components(by Machine Type) Part Numbers Mounting Details Weight Advance/Toshiba Hanger Set(includes bolts) 101AT 25"
318,2,1,0 mmThru Hole 1
318,2,2,8 lbs
318,2,3, Buhler Hanger 100B Fits 0
318,2,4,875Dia
318,2,5, Shaft 2
318,2,6,0 lbs
318,2,7, Rimrock Hanger(Replaces Rimrock 100R Set) 101R Fits 1
318,2,8,25Dia
318,2,9, Shaft 2
318,2,10,0 lbs
318,2,11, Snair Hanger(Replaces Snair 100S Set) 101S Fits 1
318,2,12,0Dia
318,2,13, Shaft 2
318,2,14,0 lbs
318,2,15, UBE(w/Slot)Use with Ladle cup #6CS 100U(6CS only) 20
318,2,16,0 mmThru Hole 1
318,2,17,8 lbs
318,2,18, UBE(w/Slot)Use with Ladle cup #6CS 101U(6CS only) 25
318,2,19,0 mmThru Hole 1
318,2,20,8 lbs
318,2,21, UBE(Tee Style)Use with Ladle cup #6CU 200U(6CU only) Slide Style 2
318,2,22,0 lbs
318,2,23," Northern                Iron & Machine- 867 Forest Street, St"
318,2,24,"Paul, Minnesota                55106 - Phone"
318,2,25, 651-778-3308 - Fax
318,2,26, 651-778-1321 
318,3,0,"Versa Clamps- Precision                Die Clamps for all Die Casting and Injection Molding Machines Versa Clamps Introduction|Heel Clamps|Step          Clamps|U-Clamps|Versa          Clamps Heel Clamps-Austempered                Ductile Iron Minimum Tensile 125,000 PSI Tapered clamping head design provides high strength and compactness"
318,3,1, Ideal for tight and low clearance applications
318,3,2, Choice of tapped or untapped                models
318,3,3, Important
318,3,4,When ordering please designate                P for plain or T for tapped with the part number (Example
318,3,5, VC204P                or VC204T ) Versa Heel Clamps Part # A B C D E F J K T Weight VC204T 4 3/4 1-5/8 11/16 11/16 1-21/32 1-3/16 1/2 7/16 0
318,3,6,8 lbs
318,3,7, VC206T 6 7/8 1-3/4 11/16 1-3/8 2-5/16 1-3/8 9/16 5/8 1
318,3,8,6 lbs
318,3,9, VC208T 8 1-1/8 2-1/8 3/4 2 3 1-1/2 3/4 3/4 3
318,3,10,4 lbs
318,3,11, VC210T 10 1-3/8 2-1/2 15/16 2-3/4 3-5/8 1-3/4 1
318,3,12,0 1
318,3,13,0 6
318,3,14,2 lbs
318,3,15, VC204P 4 3/4 1-5/8 11/16 11/16 1-21/32 1-3/16 1/2 7/16 0
318,3,16,8 lbs
318,3,17, VC206P 6 7/8 1-3/4 11/16 1-3/8 2-5/16 1-3/8 9/16 5/8 1
318,3,18,6 lbs
318,3,19, VC208P 8 1-1/8 2-1/8 3/4 2 3 1-1/2 3/4 3/4 3
318,3,20,6 lbs
318,3,21, VC210P 10 1-3/8 2-1/2 15/16 2-3/4 3-5/8 1-3/4 1
318,3,22,0 1
318,3,23,0 6
318,3,24,6 lbs
318,3,25," Northern                Iron & Machine- 867 Forest Street, St"
318,3,26,"Paul, Minnesota                55106 - Phone"
318,3,27, 651-778-3308 - Fax
318,3,28, 651-778-1321 
318,4,0,"Versa Clamps- Precision                Die Clamps for all Die Casting and Injection Molding Machines Versa Clamps Introduction|Heel Clamps|Step          Clamps|U-Clamps|Versa          Clamps Step Clamps-Austempered                Ductile Iron Minimum Tensile 125,000 PSI These step clamps feature machined clamping surfaces to prevent                marring of die and platten"
318,4,1," Available with 1"" and 11/2""                offsets and clamping depths of 4"" and 6"" to accommodate                most die configurations"
318,4,2, Part # A B C D E F Weight VC104 4 1
318,4,3,000 1/2 2-1/2 2-1/4 1 2
318,4,4,6 lbs
318,4,5, VC114 4 1
318,4,6,500 1/2 2-1/2 2-1/4 1 2
318,4,7,8 lbs
318,4,8, VC106 6 1
318,4,9,000 1 2-1/2 3-1/4 1-1/2 4
318,4,10,4 lbs
318,4,11, VC116 6 1
318,4,12,500 1 2-1/2 3-1/4 1-1/2 4
318,4,13,6 lbs
318,4,14," Northern                Iron & Machine- 867 Forest Street, St"
318,4,15,"Paul, Minnesota                55106 - Phone"
318,4,16, 651-778-3308 - Fax
318,4,17, 651-778-1321 
318,5,0,Versa Ram System®- Innovative Problem Solver for All Die Casting Machines Versa Ram System Introduction|Versa Ram Specifications|Versa                Ram Usage Versa Ram System Features
318,5,1, Note
318,5,2,Follow                all recommended die casting machine safety precautions
318,5,3," Northern                Iron & Machine- 867 Forest Street, St"
318,5,4,"Paul, Minnesota                55106 - Phone"
318,5,5, 651-778-3308 - Fax
318,5,6, 651-778-1321 
318,6,0,Versa Ram System®- Innovative Problem Solver for All Die Casting Machines Versa Ram System Introduction|Versa Ram Specifications|Versa                Ram Usage Fig
318,6,1, 1-Conventional                Runner System Fig
318,6,2, 2-Auxiliary                Base to Bridge Irregular Runner System Ejector Plate Return (a)Casting stuck in the die-ejection                forward
318,6,3, (b)Position 4 Versa Rams at return                pin locations
318,6,4, (c)Jog die halves together
318,6,5, Seized Plunger Tip (d)Plunger seized in forward position
318,6,6, (e)Locate Versa Ram to bridge runner                system
318,6,7, (f)Alternate use                for runner detail
318,6,8,"Locate Ram inside runner system (Base                not needed) Northern                Iron & Machine- 867 Forest Street, St"
318,6,9,"Paul, Minnesota                55106 - Phone"
318,6,10, 651-778-3308 - Fax
318,6,11, 651-778-1321 
318,7,0,Contact Us Northern Iron & Machine867 Forest StreetSt
318,7,1," Paul, Minnesota 55106 Phone"
318,7,2, 651-778-3308Fax
318,7,3, 651-778-1321 jdehaan@northernim
318,7,4,com Need a Special Cup Design or Size
318,7,5, Versa can provide you with a custom cup to meet your exact needs
318,7,6,                We can provide larger or smaller capacity cups than our standard                model cups
318,7,7, We can provide special cup shapes and customized hanger                brackets to fit any pouring system
318,7,8, Please call for more information
318,7,9,"                651-778-3308 Northern                Iron & Machine- 867 Forest Street, St"
318,7,10,"Paul, Minnesota                55106 - Phone"
318,7,11, 651-778-3308 - Fax
318,7,12, 651-778-1321 
318,8,0,"Northern Iron & Machine News  Northern                Iron & Machine- 867 Forest Street, St"
318,8,1,"Paul, Minnesota                55106 - Phone"
318,8,2, 651-778-3308 - Fax
318,8,3, 651-778-1321 
