company_id,link_num,text,characters
324,7,"Precision Castparts Corp. PCC Pension Information 5885 Meadows Road, Suite 620Lake Oswego, OR 97035+1 503 946 4800 PCC has several different pension plans and administrators for current and former PCC businesses. Please provide the following information so that we may route your request to the appropriate person or location. * denotes required field. For information on how we may use your data, please view ourPrivacy Policy. Contact Request a Quote Send us arequest for quoteor call us at (425) 688-0444. Request a Quote Quality Documents View our quality certificates and approvals. Documents Contact Request a Quote Send us arequest for quoteor call us at (425) 688-0444. Request a Quote Quality Documents View our quality certificates and approvals. Documents This website uses cookies.  By clicking ""Accept Cookies,"" you agree to our use of non-essential cookies on this site.Learn MoreAccept Cookies ",909
325,0," The Federal Metal Company is building a new, state-of-the-art facility to recycle post-consumer aluminum copper radiators in North Little Rock, Arkansas. Read more about this exciting new expansion! ""The real difference at Federal Metal is our commitment to quality and service. That’s why I came here. We understand that delivering certified ingot is more than just meeting price, it's adding expertise to every melt."" —Mike Buyarski, Chief Operating Officer Certified Ingot Brass and Bronze Alloys for Any Casting Yes, I'd like to talk more about our metal needs! Leading the Industry Old-School IntegrityCutting-Edge Innovation federalmetal 595 Excited to announce that #aluminum industry veteran Scott Woods has joined Federal Metal as lead buyer of aluminum copper radiators (ACRs) to supply our multiple processing facilities. His tremendous skill, experience, judgement and relationships will further strengthen our already-talented commercial team. Mar 17 Huge news for Federal Metal today! In response to the growing demand for refined #copper and 1100 #aluminum, we are opening a new, much larger facility in North Little Rock, #Arkansas to expand our processing capacity of post-consumer aluminum copper radiators (ACRs) and production of our proprietary PSA®020 Aluminum and high-grade copper products.Special thanks to the Arkansas Economic Development Commission for all their help in this venture.https://bit.ly/3Tl1EfP Mar 16 Always something really interesting to see around here.#prettycool Mar 15 Federal Metal had a wonderful time at the #AcademyAwards this weekend. Literally.⠀⠀UAP, a global leader in the delivery of bespoke art and design projects, carefully crafts each of the 50 beautiful, gold plated #Oscar statuettes presented to the winners. And they use Federal Metal #bronze to do it. Now that`s #prettycool!⠀https://gma.abc/3FkMh1h Mar 14 It`s Monday! Meet Dennis.⠀⠀AKA Bubba. Chef. Outdoorsman. Volunteer. Storyteller. Navy vet. Phillies phan. Oh, and he`s also a great leader in our receiving department, overseeing more than 1 million pounds of inbound scrap every week. We`re lucky to have such a quick thinker and strong problem solver on our team. Mar 13 Copper makes the world go `round!Well, in our eyes it sure does. Seriously, take away all the #copper and imagine what that looks like. Mar 10 Our #maintenance team continues to grow in both numbers and expertise. To improve efficiency and safety, they now have their own building: 5,700 sq. feet of warm, well lit, quiet workspace. We give thanks to the team that fixes that which we cannot fix! Mar 9 Great people know great people. That`s why we incentivize our team to refer their friends and colleagues. Any new #hires, referred by a current team member, that remain #employed for 90 days earn the referrer a $500 bonus. When they make it to 180 days, that`s worth another $500! Mar 8 Demonstrating our long-term commitment to the environment and responsible #metal #recycling, we recently installed a new 60,000 CFM baghouse at our Ohio plant. Improving air quality and reducing #emissions is another step toward the never ending goal to always improve. Mar 7 It`s Monday! Meet Mike.If he`s not chillin` on Chautauqua Lake, or snowmobiling in Northern Michigan, Mike O`Donnell is working tirelessly in our new PA facility. To say he`s been pivotal in that role is an understatement—under his leadership, that operation has transformed from idle to thriving, and capable of handling even more growth. Mar 6 Is #copper a critical mineral? We sure think so. And so does the Copper Development Association. America’s future depends on copper, and it meets every component of the U.S. Geological Survey’s definition of a Critical Mineral. Now more than ever. We`re fully behind the initiative to make sure copper is recognized as such.⠀https://bit.ly/3EQ7yj8 Mar 3 Copper Today: Sustainability⠀⠀Recycled #copper has exactly the same quality and benefits of newly mined copper, yet it requires as much as 90 percent LESS energy to produce. And it experiences no degradation, which means it can be recycled indefinitely.⠀⠀We`re please to be part of this cycle.⠀⠀infographic credit to: Trilogy Metals and @visualcap⠀ Mar 2 Proud to Be an Active, Participating Member of Honored to Be Recognized By  ",4291
325,1,"THE FEDERAL METAL DIFFERENCE PROVIDING VALUE FOR MORE THAN A CENTURY ""I know some people think our material is a commodity, but it’s really so much more. It’s getting a call back in five minutes. It’s the integrity of our chemistry. It’s our willingness to solve your casting problems even when they’re not our problems."" —Mike Fekete, Account Executive AMAZING PEOPLE RELENTLESSLY DEVOTED TO PROVIDING THE BEST SERVICE IN THE INDUSTRY In our business, we understand that price is really important. But we also know dependability and quality of product are the reasons our industry exists. Immediate response to inquiries, unrivaled technical support, higher yields, short lead times and on-time delivery are just some of the intangibles we deliver with every order. That’s the Federal Metal difference.  And none of that would be possible without the passion, hard work and commitment of everyone on the Federal Metal team. The sorters who check the scrap, the foundry workers who pour the furnace, the inspectors who package the ingot, the lab technicians, sales team and dozens of others dedicated every day to making sureyourorder is the most important one. Yes, I'd like to talk more about our metal needs! QUALITY TESTED, ANALYZED, CERTIFIED AND GUARANTEED Our full-time quality manager and laboratory technicians are dedicated to accurate testing of every melt. We never compromise on quality—we do it right and are proud of it. RELIABILITY RESPONSIVE, TIMELY, THOROUGH AND CONSISTENT We respond to your needs quickly and have empowered everyone on our sales staff with pricing authority to ensure your satisfaction is guaranteed. On every order. INTEGRITY HONEST, OPEN, INCLUSIVE AND UNDERSTANDING You can expect straight answers and honest reporting, even when the results are not in our favor. If it’s wrong, we make it right and earn your trust through our actions. OUR GUIDING PRINCIPLES For more than 100 years, we have been driven by the same core values that our founder, Joseph Nagusky, instilled back in 1913. They continue to shape the way we treat our employees, and our employees treat our customers every day. We believe in the importance of people as individuals. We believe that our achievements are a result of the combined efforts of each individual. We believe in the importance of details and doing the job right. We believe in providing superior quality and service on every order. We believe communication is the bedrock of success, internally and with our customers. We believe that action, innovation and experimentation will most often bear fruit. We believe in being the best. All the time. Every day.  ",2636
325,2,"Reducing Your Cost With Federal Metal Services and Expertise We don’t just sell ingot, we help you produce the highest quality casting for the lowest possible price. Perhaps an ingot alternative could be an equally valuable, lower cost input for your need. Maybe you source your own inputs and would benefit from our tolling service. And sometimes, you just need expert advice to improve a process or increase yields. Copper-Based SCRAP METAL Reducing Your Costs Through Ingot Alternatives Every year we see millions of pounds of scrap. With our decades of experience, we know when we see good metal. As metalcasters accustomed to producing alloys with very rigid specifications, we understand the concerns you have with buying good metal. Our knowledge of chemistry, form, recovery and value are what ensures that the scrap you buy from us is precise and melt ready. Yes, please contact me to discuss how we can save money! ""We believe in American manufacturing and making sure our customers win on the global stage. Achieving that sometimes requires creative and innovative solutions to customer challenges. Whether you need a tolling program, a scrap alternative to certified ingot, or technical support, we're here to help you succeed."" —Chris Greenfield, Vice President Certified Alloy CONVERSIONS Reducing Your Costs Through Tolling Services Federal Metal tolling customers are our partners. We are 100% transparent and openly share the weights, chemistry and additions used to create your melt. Our proprietary methods minimize loss, generating some of the highest recovery yields in the industry. No matter your need, Federal Metal has the range and depth of experience to design a customized program that works for you. “Federal Metal is SO team oriented and that’s really important when you’re melting a million pounds of metal every week. Everyone plays a key role in making sure what we deliver is the best it can be. Being part of a company like this is personally very satisfying.” —Evan Vereb, Raw Materials Manager Trend Setting SOLUTIONS Reducing Your Costs Through Technical Expertise All Federal Metal customers have access to the best metallurgists in the industry to guide you through even the most complex casting challenges to establish new best practices for your foundry procedures. From flux management to melt degassing to proper sand system controls, our experts can help you lower scrap rates, increase yields and produce the best product at the lowest cost. Yes, please contact me to discuss how we can save money!  ",2546
325,3,"C110 Copper Granules Leading the Copper Recycling Revolution ""As a scrap consumer ourselves, we understand the value of a high-quality, consistent recycled input. We control for aluminum, nickel, lead and other impurities better than other specialty processors. It’s why SDI LaFarga Copperworks named us their 2022 ‘Supplier of the Year'."" —Marc Millard, General Manager of our Ohio processing facility Yes, I'd like to learn more about your ACR recovered C110 copper granules! Electrification Demand As the drive toward electrification continues, global copper demand is growing at a pace that far exceeds any period in generations. The anticipated shortfall in supply cannot be met by mining alone. Federal Metal’s new ACR processing plants in Ohio and Arkansas are recovering millions of pounds of copper for domestic consumption every week. Copper that would otherwise get shipped overseas to support manufacturing sectors outside the United States. Fire-Refined Copper Products ""With the demand for refined copper expected to double by 2035, and cathode premiums continuing to rise, we are racing to develop new products that provide discounted high grade copper alternatives at larger and larger volumes."" —Todd Kidder, Vice President of Innovation Get More Info About C110 Copper Products Yes, please contact me! I'm interested in getting more information about your C110 Copper granules.        ",1403
325,4,"GET THE BEST ACR PRICING Keep Valuable Non-Ferrous Metals Domestic Industry veteran Scott Woods has joined The Federal Metal Company as our lead buyer of aluminum copper radiators (ACRs) to supply our multiple facilities. Read more and contact Scott. THREE LOCATIONS TO SERVE YOU Support U.S. manufacturing! With facilities in Arkansas, Ohio and Pennsylvania, Federal Metal is a large buyer of clean ACRs and (later this year) dirty ACRs at very competitive prices. And because we produce our own copper-based alloys, our Ohio and Pennsylvania locations can accept ACRs on mixed loads with other brass, bronze and copper. WE VALUE ACRs MORE BECAUSE WE CAN Having invested in the most cutting-edge processing technologies, Federal Metal transforms ACRs differently than others. We aspire to the best recoveries, the best chemistry, and we create more valuable end products for consumers. We value our inputs higher because customers value our outputs higher, and because we are the most cost effective manufacturer. Yes, we want competitive ACR pricing! KEEPING AMERICAN RESOURCES IN AMERICA “At a time when domestic copper and aluminum production capacity is growing, it’s essential that the non-ferrous supply chain in the United States is well fed. Continuing to export millions of pounds of these radiators every year – only to import the recovered metals – is costly, wasteful, and environmentally irresponsible.” —Peter Nagusky, President THE ADVANTAGES of Federal Metal Why Sell to Us? •  Best Pricing•  Prompt Settlements•  On-Time Payments•  Multiple Locations•  Clean and Dirty ACRs•  Mix with Ingot-Maker Loads Get Top Dollar for Your ACRs! Yes, please contact me! I'm interested in partnering with Federal Metal as a supplier.        ",1745
325,5,"Come Work With Us! At Federal Metal, we provide a challenging and supportive environment for anyone willing to work hard and learn new skills. Our current needs are described below, but we are always open to receiving resumes from people who are interested in working for us. Why Work Here? We strive to be the supplier of choice to the leading copper based foundries in the world, the customer of choice to select generators of non-ferrous scrap metal, and the employer of choice in the North American brass and bronze ingot industry. Three times Federal Metal has been named one of the top workplaces in all of Northeast Ohio. Ready to join our team? Just complete the brief form on this page, let us know why you would be a good fit at Federal Metal, and someone will follow up to discuss your potential employment shortly. Current Opportunities We are currently seeking hardworking individuals to join our operations teams on2nd shift(3:00 PM – 11:00 PM) and3rd shift(11:00 PM – 7:30 AM). If you have the skills and abilities listed below, and would like to advance your career at one of Northeast Ohio’s Top Workplaces, we want to hear from you today! Ready for a challenging opportunity that fosters growth and provides a solid career path? Federal Metal is a great place to work hard and advance! Please submit your contact information and job history here.     Please either attach your resume here: Or copy and paste your job history here:   ",1451
325,6,"The Federal Metal Company 7250 Division StreetBedford, Ohio 44146 info@federalmetal.com 440.232.8700 We're Here For You Anything you need, let us know and we’ll respond promptly. Drop us a note below or give us a call. We promise to take care of you right away.       Federal Metal—OH 7250 Division StreetBedford, Ohio 44146440.232.8700 Federal Metal—PA 500 N 2nd StreetColumbia, Pennsylvania 17512717.992.6200 Federal Metal—AR 1200 Pike AveNorth Little Rock, Arkansas 72114440.232.8700  ",488
344,0,"Voss Taylor Voss Clark Quality Steel Processing Center Our Facilities VOSS Industries….Setting theStandard…Quality, Service and Price Contact Us For A Quote Voss Taylor Voss Clark ",180
344,1,Voss Taylor Voss Clark Our Mission To Our Customers and Suppliers VOSS Industries’ future depends on helping to make our customers and suppliers more competitive. Voss Taylor Voss Clark ,186
344,2,Voss Taylor Voss Clark Voss Taylor Voss Taylor KEY FACTS: ANNUAL CAPACITY TOTALS CERTIFICATIONS: SHIPPING: RECEIVING: By Appointment OnlyPhone:313 291-8535 SQUARE FOOTAGE: Voss Taylor Voss Clark ,195
344,3,"Voss Taylor Voss Clark Voss Taylor Policies Voss Taylor Policies PUP COIL POLICY STORAGE The Policy on coil storage at VOSS Taylor allows for four (4) months of free coil storage, for Unprocessed coils. The storage charge for more than four (4) months is $2.00 NT per month. Processed material more than fifty (50) days old will be charged $2.00 NT per month. Processed coils more than four (4) months old will be charged $4.00 NT per month. Storage charges are the responsibility of the owner of the steel at the time they are incurred. All storage charges are billed on the last day of the month. If you have any questions regarding our scrap policy, our pup policy, or our storage policy please contact your respective VOSS Taylor sales representative. Voss Taylor Voss Clark ",779
344,4,Powered by WordPress Username or Email Address Remember Me  Lost your password? ← Go to Voss Industries ,104
344,5,Voss Taylor Voss Clark Capabilities Steel Processing Capabilities For More Details On English and Metric Voss Taylor Voss Clark ,128
344,6,Voss Taylor Voss Clark Voss Clark Staff Voss Clark Staff President Sales Manager Managing Director of Accounting Inside Sales Team John NewbyJulie CrawfordKelly ParkerKori BrightCraig LeitchMatt Lozier Voss Taylor Voss Clark ,225
344,7,"Voss Taylor Voss Clark News Providing Great Service in a Dynamic Industry Check out this magazine with an article about us. Providing Great Service in a Dynamic Industry Cranking up the Horsepower at Voss Clark Check out this magazine with an article about us. MCNDigital is only accessible to qualified or paid subscribers to Metal Center News. It is meant as a supplement to the… Metalforming Magazine Article On Voss Clark We were super excited to be featured in an article from Metalforming Magazine. Read the quote and follow the link below to read the entire article. “Try to send a… Tony Butera, 2012 ASD Steel Man of the Year Doug Everhart, president of Ohio Slitting and Storage, Inc., said: “For decades, Tony was the man for steel in Detroit. Whatever you needed, he either had it or knew where… New Website Here's our new site. Voss Taylor Voss Clark ",863
344,8,Voss Taylor Voss Clark Our Commitment to You Our Commitment to You VOSS Industries Corporate Commandments Customers Do for our customers what we want our suppliers to do for us. Suppliers Make our suppliers part of the VOSS team. Treat them with respect and support them so they can provide superior quality products and services. Employees Treat people the way we would like to be treated. Facilities Operate our facilities so they will produce continuous and consistent high quality processing. Contact us for a quote Voss Taylor Voss Clark ,543
344,9,"Voss Taylor Voss Clark Success Strategies Our Commitment to You Excellent Service We are committed to 24 hour, 7 day a week plant operation. We try to maintain short lead times for our services, providing material usually within 72 hours of release. One of the main roles of our sales force is to act as an Advocate of the Customer, making sure that your voice is heard. Competitive and Dependable Pricing Pricing is always a critical issue. At VOSS we take a long term approach. We treat all our customers as equals by having standard prices. Continuously Address the Customers’ Needs Voss Industries is committed to a perpetual process of improving the quality of our processing lines and services to our customers.  We led the steel processing industry by introducing tension leveling to our pickle lines in the 90’s. We led the industry again by installing top and bottom automated surface inspection systems in the early 2000’s. And today, we again are  leading our industry by enhancing our processing lines to be equipped to handle the AHSS currently being developed. Provide High Quality Processing We accomplish this by being customer driven and committed to providing superior quality and superior service to our customers VOSS Industries adheres to the following strategies in its daily business: Voss Taylor Voss Clark ",1331
344,10,"Voss Taylor Voss Clark Voss Clark Survey Voss Clark Survey Dear Valued Customer, As part of our Continual Improvement Process, the VOSS Clark Staff kindly asks for your candid comments and feedback in the following areas. We ask that you rate each of the following areas as a general performance, while noting any specific concerns or problems that may have occurred. We welcome all feedback whether positive or negative in nature. Your answers provide valuable information as to the progress and operation of our facility. All answers will be reviewed and if necessary, further follow up will be conducted. PLEASE REFERENCE THE FOLLOWING GRADING SCALE:  Pickling Slitting if applies Blanking if applies Shipping/Receiving Commercial Related Sales and Customer Service General Δ Voss Taylor Voss Clark ",802
344,11,"Voss Taylor Voss Clark Blog Providing Great Service in a Dynamic Industry Check out this magazine with an article about us. Providing Great Service in a Dynamic Industry You Might Also Like Tony Butera, 2012 ASD Steel Man of the Year Metalforming Magazine Article On Voss Clark Cranking up the Horsepower at Voss Clark Newsletter Voss Taylor Voss Clark ",353
344,12,"Voss Taylor Voss Clark Blog Cranking up the Horsepower at Voss Clark Check out this magazine with an article about us. MCNDigital is only accessible to qualified or paid subscribers toMetal Center News. It is meant as a supplement to the regular print edition, rather than as a replacement, and is available approximately two weeks after the print version. http://metalcenternewsdigital.epubxp.com/i/739314-oct-2016 You Might Also Like New Website Metalforming Magazine Article On Voss Clark Tony Butera, 2012 ASD Steel Man of the Year Newsletter Voss Taylor Voss Clark ",570
344,13,"Voss Taylor Voss Clark Blog Tony Butera, 2012 ASD Steel Man of the Year Doug Everhart, president of Ohio Slitting and Storage, Inc., said: “For decades, Tony wasthe man for steel in Detroit. Whatever you needed, he either had it or knew where to find it. When the chips were down, Tony came through. He treated everyone with respect andearned the respect of everyone he dealt with.” Read Article You Might Also Like Metalforming Magazine Article On Voss Clark New Website Providing Great Service in a Dynamic Industry Newsletter Voss Taylor Voss Clark ",552
344,14,"YAHdABX!""Y|*ғ]bhcA<}ҽh:Z",30
355,0,"Join Our Team Stahl is Hiring If you have manufacturing experience, please apply now! The Leader in Aluminum Casting Stahl Specialty Company is one of the largest permanent mold foundries in the US. For over 70 years, Stahl Specialty has continued to meet the needs of a wide variety of customers, each with unique aluminum casting needs. Stahl pours castings as light as 1 pound and as heavy as 400+ pounds. Please contact us with all your aluminum casting needs and we will work with you to ensure your casting fits with our permanent mold process. Serving The Industry With High-Quality Aluminum Castings Since 1946 Stahl can provide your casting needs from 500 to 2,000,000. Our static pour process offers two main advantages: Preferred solidification direction based on various part geometry, and the ability to cast more complex shapes. At Stahl Specialty Company, our mission is to become the world’s best aluminum casting supplier through innovation, profitable growth, and value creation for our customers, employees, and stakeholders. We do that by focusing on the following: Quality Reliability Innovation Stahl specializes in world-class permanent mold and semi-permanent mold aluminum castings. Our focus has been and remains on the health and safety of our employees, our customers and the communities we work in. We continue to follow CDC guidance regarding COVID-19 and we revise our business practices as appropriate. We look forward to continued improvements as we work through COVID-19 and its impact. Stay Safe and Healthy! Contact Stahl Quick Links What We Do Terms and conditions of purchase. |Terms and conditions of sale. |Supplier Quality Requirements Manual.Website terms of use. |U.S. Privacy Policy. ",1728
355,1,"Employment Application Note:If you are using Internet Explorer to view this page, please switch to Microsoft Edge or Google Chrome. The application cannot be completed in Internet Explorer.  How did you hear about us: Choose a Referral SourceNewspaperIndeedJob CenterReferredOther  Position desired (required): Choose a PositionCasterFurnace TenderCNC Machine OperatorAssemblerPowder Coat Line  operator/painterSet-up TechnicianMaintenance  TechnicianQuality TechnicianAutomation TechnicianForklift OperatorFront OfficeAdministrationOther  Date available (required):  Position type (required):Choose a Position TypeFull-timePart-time Wage preferred:  Available shifts (choose all that apply) (required): Kingsville Schedule (See days and times below): Weekday A shiftWeekday B shiftWeekday C shiftWeekend A shiftWeekend B shiftWeekend C shiftWeekend D shiftOffice Weekdays – Foundry and Machining A shift – 7:00am to 3:00pm B shift – 3:00pm to 11:00pm C shift – 11:00pm to 7:00am Weekends – Foundry and Machining A shift - 7:00am – 7:00pm Friday, Saturday, and Sunday B shift – 7:00pm – 7:00am Friday, Saturday, and Sunday C shift – 7:00am – 7:00pm Saturday, Sunday, and Monday D shift – 7:00pm – 7:00am Saturday, Sunday, and Monday Office 8:00am – 5:00pm – Monday – Friday Warrensburg Schedule (See days and times below): Weekday Foundry A shiftWeekday Foundry B shiftWeekday Machining A shiftWeekday Machining B shiftWeekday Machining C shiftWeekday Machining D shiftWeekend Foundry C shiftWeekend Foundry D shiftQuality Weekdays – Foundry A shift – 6:00am to 6:00pm B shift – 6:00pm to 6:00am Weekdays – Machining A shift - 6:00am – 6:00pm Friday, Saturday, and Sunday B shift – 6:00pm – 6:00am Friday, Saturday, and Sunday C shift – 6:00am – 6:00pm Saturday, Sunday, and Monday D shift – 6:00pm – 6:00am Saturday, Sunday, and Monday Weekends – Foundry C shift – 6:00am to 6:00pm D shift – 6:00pm to 6:00am Quality A, B, C, D shifts – 6:00am – 6:00pm An Equal Opportunity Employer First Name (required):  Last Name (required):  Middle Initial (required):  Address (required):  City (required):  State (required): Choose a StateAlabamaAlaskaArizonaArkansasCaliforniaColoradoConnecticutDelawareFloridaGeorgiaHawaiiIdahoIllinoisIndianaIowaKansasKentuckyLouisianaMaineMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew YorkNorth CarolinaNorth DakotaOhioOklahomaOregonPennsylvaniaRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUtahVermontVirginiaWashingtonWest VirginiaWisconsinWyoming Zip Code (required):  Phone Number:  Email Address (required):  If there are any other names under which you were employed in the last three years, please list them here.  Are you currently eligible for employment with Stahl Specialty Co. in the United States of America? (required) Select an OptionYesNo Have you ever worked for Stahl Specialty Co. before? If so: Start date:  End date:  Supervisor:  List any relative or friend employed by Stahl Specialty Co.:  Education  Name and Location of School Number of Years Attended Course of Study  High School (required)  Select an Option1234  Did you graduate?Select an OptionYesNo College Tech. or Vocational  Select an Option1234  Degree: Grade Point: College Tech. or Vocational  Select an Option1234  Degree: Grade Point: Special Skills: (i.e. welding, forklift certification, hand tools, power tools…)  U.S. Military Service:  Rank:  Duties:  Personal References – Do Not Include Previous Supervisors Here Name Address Phone Number       Employment History – Starting With Most Recent Employment (Do not enter ""see resume"".) Employer:  From (month/year):  To (month/year):  Address:  Phone Number:  Job Title:  Nature of Work:  Reason For Leaving:  Name and Title of Person Reported To:  May we contact this employer? Select an OptionYesNo  Employer:  From (month/year):  To (month/year):  Address:  Phone Number:  Job Title:  Nature of Work:  Reason For Leaving:  Name and Title of Person Reported To:  May we contact this employer? Select an OptionYesNo  Employer:  From (month/year):  To (month/year):  Address:  Phone Number:  Job Title:  Nature of Work:  Reason For Leaving:  Name and Title of Person Reported To:  May we contact this employer? Select an OptionYesNo  Please supply any additional information, which may help us in evaluating this application.  I hereby authorize Stahl Specialty Co. to investigate all statements contained in this application and I authorize the release of any factual information related to those statements, without liability for any damage whatsoever to the givers thereof. I understand that misrepresentation or omission of facts called for in this application is cause for dismissal at the time of discovery. Employment offers will be contingent on satisfactory completion of a physical examination and a pre-employment drug test. In consideration of my employment, I agree to conform to the rules and regulations of Stahl Specialty Co. I also agree that my employment and compensation can be terminated, with or without cause, and with or without notice, at any time, at the option of either the Company or myself. I understand that no manager or representative of Stahl Specialty Co., other than the President of Stahl Specialty Co., has the authority to enter into any agreement for employment for any specified period of time, or to make any agreement contrary to the foregoing, and I understand that any such agreement must be in writing and signed by the President. I further understand that this application does not constitute an agreement or contract for employment. Signature Use your mouse or finger to sign in the box below. This application is current for only 6 months. If you wish to be considered for employment after that time, it will be necessary to fill out a new application.  Contact Stahl Quick Links What We Do Terms and conditions of purchase. |Terms and conditions of sale. |Supplier Quality Requirements Manual.Website terms of use. |U.S. Privacy Policy. ",6032
355,2,"About Stahl Stahl is a vertically integrated aluminum foundry and machine shop company that features world-class permanent mold and semi-permanent mold aluminum castings. Our in-house capabilities include castings, core making, heat treat, machining, X-Ray, dye penetrant, impregnation, leak testing, assembly, and other advanced quality systems. Stahl is a full-service, high-volume supplier to HVAC, heavy truck, automotive, marine, construction, agriculture, robotics, and food service industries. We’re Vertically Integrated Allowing us to Offer a One-Stop Shop Contact Stahl Quick Links What We Do Terms and conditions of purchase. |Terms and conditions of sale. |Supplier Quality Requirements Manual.Website terms of use. |U.S. Privacy Policy. ",750
355,3,"Foundry and Casting Reliable, Effective & Technically Advanced Products Stahl Specialty Company is a vertically integrated operation featuring aluminum castings, core making, a world-class heat treat facility, and full CNC machining capability. Quality is integral to the entire process, as is the ability to X-ray real-time with automatic defect recognition, and full APQP quality inspection. Preferred volumes range from 1,000 to 1 million parts per year, and are in the size range of 2 pounds (0.91kg) to 400 pounds (181kg). Stahl has tremendous casting capacity with a number of the largest machines in the industry, and rotaries for high volumes. Core Making Stahl specializes in complex castings, many of which are semi-permanent mold. Stahl understands the challenges to cored castings and will work with your engineers to design for the highest optimization for your specific parts. Equipment Stahl has significant in-house capacity and a fleet of casting machines to produce a wide range of parts. We also have in-house core manufacturing and the necessary assets to support your needs. Core capabilities include hot cured (Shell) and cold cured (SO2) as well as flexibility in sand grain sizes and resins. Static Pour Mold Process Stahl has the largest fleet of large 48″ x 60″ machines and rotaries for high volumes. Contact Stahl Quick Links What We Do Terms and conditions of purchase. |Terms and conditions of sale. |Supplier Quality Requirements Manual.Website terms of use. |U.S. Privacy Policy. ",1512
355,4,"Quality Exacting Standards As a producer of precision castings used for structural, pressure tight, and safety critical components, Stahl utilizes a full complement of tools and processes to ensure that we meet your exacting standards. Stahl is certified to the IATF 16949:2016 specification for automotive and commercial trucking. We are also ISO 9001:2015 and ITAR Certified. Spectrometers are used to ensure metal chemistry, whereas, dye penetrant inspection is performed to ensure soundness of safety critical components. Certifications Automatic Defect Recognition Stahl utilizes X-ray with automatic defect recognition (ADR) to validate the requirements of critical castings. It’s not only accurate, it’s efficient. The area of concern for each component is included in the program, and depending on the size of the part, as many as four can be loaded into the machine at once. Contact Stahl Quick Links What We Do Terms and conditions of purchase. |Terms and conditions of sale. |Supplier Quality Requirements Manual.Website terms of use. |U.S. Privacy Policy. ",1068
355,5,"Machining That Meets The Most Demanding Applications Casting buyers and design engineers are often constrained by the time they have available to design and source castings appropriately. One call to Stahl Specialty leads to a high-quality permanent mold aluminum casting part. Our in-house machining and assembly are a few of the many value-added processes that we prefer to take responsibility for with our customers. With over 80 top-quality MAZAK, Mori Seiki, and other CNC machining centers, Stahl delivers machined and assembled castings to the most demanding applications. Stahl is capable of machining your components whether large or small and is experienced with volumes from a few thousand to a few million. Contact Stahl Quick Links What We Do Terms and conditions of purchase. |Terms and conditions of sale. |Supplier Quality Requirements Manual.Website terms of use. |U.S. Privacy Policy. ",903
355,6,"Contact Stahl  First Name (required):  Last Name (required):  Email Address (required):  Subject:  Message:   Find Us 111 East Pacific StreetKingsville, MO 64061-0006Phone:(816) 597-3322Email:sales@stahlspecialty.com Contact Stahl Quick Links What We Do Terms and conditions of purchase. |Terms and conditions of sale. |Supplier Quality Requirements Manual.Website terms of use. |U.S. Privacy Policy. ",401
355,7,Career Opportunities Stahl is currently seeking foundry and machine operators.Please apply nowto become a part of our team. Stahl offers: Open Positions Apply Online Now Contact Stahl Quick Links What We Do Terms and conditions of purchase. |Terms and conditions of sale. |Supplier Quality Requirements Manual.Website terms of use. |U.S. Privacy Policy. ,354
355,8,"Capabilities Stahl Specialty Company is a vertically integrated operation featuring core making, a world-class heat treat facility, and full CNC machining capability. Quality is integral to the entire process, as is the ability to X-ray real-time with automatic defect recognition, and full APQP quality inspection. Preferred volumes range from 1,000 to 1 million parts per year, and in the size range of 2 pounds (0.91kg) to 400 pounds (181kg). Why Stahl Specialty Company? Stahl Specialty uses its decades of experience in producing high-quality aluminum castings to select the optimal process to produce your product. Foundry & Casting Stahl has tremendous casting capacity with a number of the largest machines in the industry, and rotaries for high volumes. Heat Treatment Our in-house designed and developed bottom-drop furnaces allow the castings to move from the furnace to the quench tank in under seven seconds. Quality As a producer of precision castings, Stahl utilizes a full complement of tools and processes to ensure that we meet your exacting standards. Engineering Upfront collaboration is key to ensure that a casting design supports high yield production, at the metallurgical performance levels that the market demands. Machining One call to Stahl Specialty Company leads to a high-quality permanent mold aluminum cast component that has been machined and is ready for assembly. Contact Stahl Quick Links What We Do Terms and conditions of purchase. |Terms and conditions of sale. |Supplier Quality Requirements Manual.Website terms of use. |U.S. Privacy Policy. ",1584
